platform,method,runningTime,width,height
Matlab,random_dithering,262.339,3840,2160
Matlab,random_dithering,250.39,3840,2160
Matlab,random_dithering,250.112,3840,2160
Matlab,random_dithering,237.677,3840,2160
Matlab,random_dithering,273.305,3840,2160
Matlab,random_dithering,265.316,3840,2160
Matlab,random_dithering,245.442,3840,2160
Matlab,random_dithering,249.494,3840,2160
Matlab,random_dithering,248.253,3840,2160
Matlab,random_dithering,241.07,3840,2160
Matlab,random_dithering,69.3324,1920,1080
Matlab,random_dithering,45.5821,1920,1080
Matlab,random_dithering,45.1792,1920,1080
Matlab,random_dithering,44.8382,1920,1080
Matlab,random_dithering,39.3654,1920,1080
Matlab,random_dithering,35.1166,1920,1080
Matlab,random_dithering,35.2423,1920,1080
Matlab,random_dithering,33.7144,1920,1080
Matlab,random_dithering,34.1859,1920,1080
Matlab,random_dithering,33.5712,1920,1080
Matlab,random_dithering,34.0969,1920,1080
Matlab,random_dithering,36.3888,1920,1080
Matlab,random_dithering,36.5656,1920,1080
Matlab,random_dithering,36.3287,1920,1080
Matlab,random_dithering,37.8401,1920,1080
Matlab,random_dithering,38.2085,1920,1080
Matlab,random_dithering,35.2583,1920,1080
Matlab,random_dithering,34.4105,1920,1080
Matlab,random_dithering,36.7258,1920,1080
Matlab,random_dithering,33.1054,1920,1080
Matlab,random_dithering,34.4066,1920,1080
Matlab,random_dithering,34.1864,1920,1080
Matlab,random_dithering,34.2765,1920,1080
Matlab,random_dithering,33.7257,1920,1080
Matlab,random_dithering,33.8452,1920,1080
Matlab,random_dithering,34.0342,1920,1080
Matlab,random_dithering,34.4901,1920,1080
Matlab,random_dithering,33.4656,1920,1080
Matlab,random_dithering,35.4054,1920,1080
Matlab,random_dithering,34.2651,1920,1080
Matlab,random_dithering,33.6657,1920,1080
Matlab,random_dithering,34.8631,1920,1080
Matlab,random_dithering,36.4775,1920,1080
Matlab,random_dithering,33.994,1920,1080
Matlab,random_dithering,34.4244,1920,1080
Matlab,random_dithering,34.5716,1920,1080
Matlab,random_dithering,34.0196,1920,1080
Matlab,random_dithering,34.0556,1920,1080
Matlab,random_dithering,34.6368,1920,1080
Matlab,random_dithering,34.2979,1920,1080
Matlab,random_dithering,34.2431,1920,1080
Matlab,random_dithering,34.4,1920,1080
Matlab,random_dithering,34.541,1920,1080
Matlab,random_dithering,34.4785,1920,1080
Matlab,random_dithering,33.9327,1920,1080
Matlab,random_dithering,36.0253,1920,1080
Matlab,random_dithering,35.7619,1920,1080
Matlab,random_dithering,33.7606,1920,1080
Matlab,random_dithering,33.8457,1920,1080
Matlab,random_dithering,34.6959,1920,1080
Matlab,random_dithering,33.9697,1920,1080
Matlab,random_dithering,34.8723,1920,1080
Matlab,random_dithering,33.7815,1920,1080
Matlab,random_dithering,35.7988,1920,1080
Matlab,random_dithering,36.7278,1920,1080
Matlab,random_dithering,36.2058,1920,1080
Matlab,random_dithering,34.7893,1920,1080
Matlab,random_dithering,35.0883,1920,1080
Matlab,random_dithering,34.6014,1920,1080
Matlab,random_dithering,36.7326,1920,1080
Matlab,random_dithering,35.5207,1920,1080
Matlab,random_dithering,35.5341,1920,1080
Matlab,random_dithering,34.3512,1920,1080
Matlab,random_dithering,34.8135,1920,1080
Matlab,random_dithering,34.3989,1920,1080
Matlab,random_dithering,33.7533,1920,1080
Matlab,random_dithering,34.6267,1920,1080
Matlab,random_dithering,34.0391,1920,1080
Matlab,random_dithering,33.9993,1920,1080
Matlab,random_dithering,37.1177,1920,1080
Matlab,random_dithering,34.6038,1920,1080
Matlab,random_dithering,34.5236,1920,1080
Matlab,random_dithering,34.272,1920,1080
Matlab,random_dithering,35.8475,1920,1080
Matlab,random_dithering,35.5782,1920,1080
Matlab,random_dithering,34.1635,1920,1080
Matlab,random_dithering,33.7332,1920,1080
Matlab,random_dithering,38.9932,1920,1080
Matlab,random_dithering,33.7108,1920,1080
Matlab,random_dithering,33.6068,1920,1080
Matlab,random_dithering,34.7951,1920,1080
Matlab,random_dithering,33.9049,1920,1080
Matlab,random_dithering,34.8303,1920,1080
Matlab,random_dithering,35.6649,1920,1080
Matlab,random_dithering,33.4998,1920,1080
Matlab,random_dithering,33.9312,1920,1080
Matlab,random_dithering,34.3909,1920,1080
Matlab,random_dithering,35.9724,1920,1080
Matlab,random_dithering,34.0854,1920,1080
Matlab,random_dithering,33.9496,1920,1080
Matlab,random_dithering,34.4286,1920,1080
Matlab,random_dithering,34.6035,1920,1080
Matlab,random_dithering,34.1791,1920,1080
Matlab,random_dithering,33.7723,1920,1080
Matlab,random_dithering,36.5382,1920,1080
Matlab,random_dithering,36.4299,1920,1080
Matlab,random_dithering,35.3005,1920,1080
Matlab,random_dithering,41.3785,1920,1080
Matlab,random_dithering,34.6193,1920,1080
Matlab,random_dithering,34.1762,1920,1080
Matlab,random_dithering,14.5899,632,461
Matlab,random_dithering,7.0823,632,461
Matlab,random_dithering,7.263,632,461
Matlab,random_dithering,7.0003,632,461
Matlab,random_dithering,6.8393,632,461
Matlab,random_dithering,5.8824,632,461
Matlab,random_dithering,6.7844,632,461
Matlab,random_dithering,6.1941,632,461
Matlab,random_dithering,5.9428,632,461
Matlab,random_dithering,5.6613,632,461
Matlab,random_dithering,5.7216,632,461
Matlab,random_dithering,5.9411,632,461
Matlab,random_dithering,5.8729,632,461
Matlab,random_dithering,5.6297,632,461
Matlab,random_dithering,5.6801,632,461
Matlab,random_dithering,5.8698,632,461
Matlab,random_dithering,5.6668,632,461
Matlab,random_dithering,5.6395,632,461
Matlab,random_dithering,5.6805,632,461
Matlab,random_dithering,5.6349,632,461
Matlab,random_dithering,5.814,632,461
Matlab,random_dithering,5.6632,632,461
Matlab,random_dithering,5.8877,632,461
Matlab,random_dithering,5.7456,632,461
Matlab,random_dithering,5.6396,632,461
Matlab,random_dithering,5.7077,632,461
Matlab,random_dithering,5.7123,632,461
Matlab,random_dithering,5.8467,632,461
Matlab,random_dithering,5.6737,632,461
Matlab,random_dithering,5.5817,632,461
Matlab,random_dithering,5.8413,632,461
Matlab,random_dithering,5.6236,632,461
Matlab,random_dithering,5.6299,632,461
Matlab,random_dithering,5.7582,632,461
Matlab,random_dithering,5.7833,632,461
Matlab,random_dithering,5.7537,632,461
Matlab,random_dithering,5.9205,632,461
Matlab,random_dithering,5.7196,632,461
Matlab,random_dithering,5.7796,632,461
Matlab,random_dithering,5.8152,632,461
Matlab,random_dithering,5.7733,632,461
Matlab,random_dithering,5.92,632,461
Matlab,random_dithering,6.0464,632,461
Matlab,random_dithering,5.7585,632,461
Matlab,random_dithering,5.8293,632,461
Matlab,random_dithering,6.0345,632,461
Matlab,random_dithering,5.9754,632,461
Matlab,random_dithering,5.8079,632,461
Matlab,random_dithering,5.7675,632,461
Matlab,random_dithering,5.795,632,461
Matlab,random_dithering,5.8839,632,461
Matlab,random_dithering,5.8535,632,461
Matlab,random_dithering,5.9034,632,461
Matlab,random_dithering,6.0843,632,461
Matlab,random_dithering,6.0957,632,461
Matlab,random_dithering,5.9359,632,461
Matlab,random_dithering,5.839,632,461
Matlab,random_dithering,5.6311,632,461
Matlab,random_dithering,5.806,632,461
Matlab,random_dithering,5.5999,632,461
Matlab,random_dithering,5.6635,632,461
Matlab,random_dithering,5.9586,632,461
Matlab,random_dithering,5.7147,632,461
Matlab,random_dithering,6.1185,632,461
Matlab,random_dithering,6.0293,632,461
Matlab,random_dithering,5.9243,632,461
Matlab,random_dithering,6.6269,632,461
Matlab,random_dithering,6.7257,632,461
Matlab,random_dithering,6.4633,632,461
Matlab,random_dithering,6.3971,632,461
Matlab,random_dithering,6.2998,632,461
Matlab,random_dithering,6.2256,632,461
Matlab,random_dithering,6.1213,632,461
Matlab,random_dithering,5.7984,632,461
Matlab,random_dithering,5.4778,632,461
Matlab,random_dithering,6.1449,632,461
Matlab,random_dithering,6.3684,632,461
Matlab,random_dithering,6.0376,632,461
Matlab,random_dithering,6.1002,632,461
Matlab,random_dithering,6.5702,632,461
Matlab,random_dithering,6.3909,632,461
Matlab,random_dithering,7.8557,632,461
Matlab,random_dithering,12.813,632,461
Matlab,random_dithering,6.2771,632,461
Matlab,random_dithering,6.3783,632,461
Matlab,random_dithering,6.2073,632,461
Matlab,random_dithering,6.1617,632,461
Matlab,random_dithering,6.7664,632,461
Matlab,random_dithering,6.1453,632,461
Matlab,random_dithering,6.141,632,461
Matlab,random_dithering,5.8716,632,461
Matlab,random_dithering,5.8773,632,461
Matlab,random_dithering,6.0435,632,461
Matlab,random_dithering,6.2847,632,461
Matlab,random_dithering,6.2213,632,461
Matlab,random_dithering,6.402,632,461
Matlab,random_dithering,7.6056,632,461
Matlab,random_dithering,6.1623,632,461
Matlab,random_dithering,6.0278,632,461
Matlab,random_dithering,6.2427,632,461
OpenCL,ordered_dithering,4.62757,3840,2160
OpenCL,ordered_dithering,4.33434,3840,2160
OpenCL,ordered_dithering,4.40735,3840,2160
OpenCL,ordered_dithering,4.4675,3840,2160
OpenCL,ordered_dithering,4.57763,3840,2160
OpenCL,ordered_dithering,4.33398,3840,2160
OpenCL,ordered_dithering,4.30968,3840,2160
OpenCL,ordered_dithering,4.98494,3840,2160
OpenCL,ordered_dithering,4.43413,3840,2160
OpenCL,ordered_dithering,4.31255,3840,2160
OpenCL,ordered_dithering,4.40881,3840,2160
OpenCL,ordered_dithering,4.37065,3840,2160
OpenCL,ordered_dithering,4.47057,3840,2160
OpenCL,ordered_dithering,4.29935,3840,2160
OpenCL,ordered_dithering,4.44888,3840,2160
OpenCL,ordered_dithering,4.43929,3840,2160
OpenCL,ordered_dithering,4.75769,3840,2160
OpenCL,ordered_dithering,4.38062,3840,2160
OpenCL,ordered_dithering,4.27296,3840,2160
